entity_id,entity_type,schema_version,food_id,name,name_en,group_name,group,portion_g,portion_basis,energy_kcal,protein_g,carbs_g,fat_g,fiber_g,calculated_kcal_from_macros,kcal_gap_pct,quality_score,missing_nutrients_count,meal_suggestion,provenance,source_code,updated_at
food_15012,food,v1,15012,Bánh dẻo nhân trứng,Sticky rice cake (filled with egg),Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,338.0,7.4,58.6,8.2,,337.8,0.06,0.84,8,General,Viện Dinh dưỡng Quốc gia,15012,2026-02-11T19:10:39Z
food_15013,food,v1,15013,Bánh đúc nguội,"Plain rice flan; rice cake made of rice flour, and lime water",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,88.0,2.0,15.36,2.1,,88.34,0.39,0.84,8,General,Viện Dinh dưỡng Quốc gia,15013,2026-02-11T19:10:39Z
food_15014,food,v1,15014,Bánh đúc nóng,"Plain rice flan; rice cake made of rice flour, and lime water, hot",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,108.0,3.9,8.95,6.3,,108.1,0.09,0.84,8,General,Viện Dinh dưỡng Quốc gia,15014,2026-02-11T19:10:39Z
food_15015,food,v1,15015,Bánh gai,Stuffed sticky rice cake with ramie leaves,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,251.0,4.7,52.3,2.5,,250.5,0.2,0.84,8,General,Viện Dinh dưỡng Quốc gia,15015,2026-02-11T19:10:39Z
food_15016,food,v1,15016,Bánh gio,Sticky rice cake with ash water,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,173.0,2.0,40.44,0.4,,173.36,0.21,0.84,8,General,Viện Dinh dưỡng Quốc gia,15016,2026-02-11T19:10:39Z
food_15017,food,v1,15017,Bánh giò,"Pyramidal rice dumpling (filled with meat, onion, mushroom), meat pie",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,234.0,2.8,16.3,17.5,,233.9,0.04,0.84,8,General,Viện Dinh dưỡng Quốc gia,15017,2026-02-11T19:10:39Z
food_15018,food,v1,15018,Bánh khoai,Cake made of sweet potato meal (mixed with rice flour,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,141.0,4.1,27.64,1.6,,141.36,0.26,0.84,8,General,Viện Dinh dưỡng Quốc gia,15018,2026-02-11T19:10:39Z
food_15019,food,v1,15019,Bánh khoái,Plain rice flan,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,159.0,0.6,16.26,10.2,,159.24,0.15,0.84,8,General,Viện Dinh dưỡng Quốc gia,15019,2026-02-11T19:10:39Z
food_15020,food,v1,15020,Bánh khoai sọ chiên,"Taro cake, fried",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,197.0,5.6,24.9,8.3,,196.7,0.15,0.84,8,General,Viện Dinh dưỡng Quốc gia,15020,2026-02-11T19:10:39Z
food_15021,food,v1,15021,Bánh khúc,Cake made of glutinous rice mixed with everlasting gnaphalium leaves (filled with green bean paste and sprinkled with grains of cooked glutinous rice),Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,249.0,4.1,49.7,3.8,,249.4,0.16,0.84,8,General,Viện Dinh dưỡng Quốc gia,15021,2026-02-11T19:10:39Z
food_15022,food,v1,15022,Bánh mè,"Bread with egg and sesame seed, fried",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,482.0,5.5,55.42,26.5,,482.18,0.04,0.84,8,General,Viện Dinh dưỡng Quốc gia,15022,2026-02-11T19:10:39Z
food_15023,food,v1,15023,Bánh mì xíu mại,Bread with egg and beef,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,189.0,11.3,19.0,7.5,,188.7,0.16,0.84,8,General,Viện Dinh dưỡng Quốc gia,15023,2026-02-11T19:10:39Z
food_15024,food,v1,15024,Bánh mỳ patê,Bread with pate,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,266.0,9.8,31.9,11.0,,265.8,0.08,0.84,8,General,Viện Dinh dưỡng Quốc gia,15024,2026-02-11T19:10:39Z
food_15025,food,v1,15025,Bánh nếp,Sticky rice cake,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,216.0,5.0,41.77,3.2,,215.88,0.06,0.84,8,General,Viện Dinh dưỡng Quốc gia,15025,2026-02-11T19:10:41Z
food_15026,food,v1,15026,Bánh nướng nhân thập cẩm,Pie filled with various fruit and meat,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,386.0,5.2,58.1,14.8,,386.4,0.1,0.84,8,General,Viện Dinh dưỡng Quốc gia,15026,2026-02-11T19:10:41Z
food_15027,food,v1,15027,Bánh nướng nhân trứng đỗ xanh,Pie filled with egg and mungbean,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,371.0,9.6,51.9,13.9,,371.1,0.03,0.84,8,General,Viện Dinh dưỡng Quốc gia,15027,2026-02-11T19:10:41Z
food_15028,food,v1,15028,"Bánh phu thê (su sê, xu xuê)",Yellow-coloured wedding pastry,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,185.0,2.1,41.1,1.3,,184.5,0.27,0.84,8,General,Viện Dinh dưỡng Quốc gia,15028,2026-02-11T19:10:41Z
food_15029,food,v1,15029,Bánh rán bọc đường,"Rice cake, fried with sugar",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,318.0,3.7,55.42,9.1,,318.38,0.12,0.84,8,General,Viện Dinh dưỡng Quốc gia,15029,2026-02-11T19:10:41Z
food_15030,food,v1,15030,Bánh tẻ,"Rice cake,, filled with meat",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,104.0,1.5,17.23,3.2,,103.72,0.27,0.84,8,General,Viện Dinh dưỡng Quốc gia,15030,2026-02-11T19:10:41Z
food_15031,food,v1,15031,Bánh tôm,Crisp shrimp pastry,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,204.0,4.0,22.64,10.8,,203.76,0.12,0.84,8,General,Viện Dinh dưỡng Quốc gia,15031,2026-02-11T19:10:41Z
food_15032,food,v1,15032,Bánh trôi,Stuffed sticky rice balls,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,202.0,2.8,46.37,0.6,,202.08,0.04,0.84,8,General,Viện Dinh dưỡng Quốc gia,15032,2026-02-11T19:10:41Z
food_15033,food,v1,15033,Bún bò Nam bộ,"Vermicelli noodles with beef, southern style",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,81.0,3.2,15.73,0.6,,81.12,0.15,0.84,8,General,Viện Dinh dưỡng Quốc gia,15033,2026-02-11T19:10:41Z
food_15034,food,v1,15034,Bún chả,Vermicelli noodles with grilled pork,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,136.0,6.1,17.9,4.4,,135.6,0.29,0.84,8,General,Viện Dinh dưỡng Quốc gia,15034,2026-02-11T19:10:41Z
food_15035,food,v1,15035,Bún cua,Vermicelli noodles with fresh water crab,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,53.0,2.1,9.1,0.9,,52.9,0.19,0.84,8,General,Viện Dinh dưỡng Quốc gia,15035,2026-02-11T19:10:41Z
food_15036,food,v1,15036,Bún đậu,"Vermicelli noodles with tofu, dried",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,151.0,3.0,20.3,6.4,,150.8,0.13,0.84,8,General,Viện Dinh dưỡng Quốc gia,15036,2026-02-11T19:10:41Z
food_15037,food,v1,15037,Bún dọc mùng,Vermicelli noodles with giant elephant ear stem,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,408.0,3.0,8.3,2.6,,68.6,83.19,0.69,8,General,Viện Dinh dưỡng Quốc gia,15037,2026-02-11T19:10:41Z
food_15038,food,v1,15038,Bún nem,Vermicelli noodles with pork rolls,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,120.0,3.3,17.8,3.9,,119.5,0.42,0.84,8,General,Viện Dinh dưỡng Quốc gia,15038,2026-02-11T19:10:41Z
food_15039,food,v1,15039,Bún ốc,Vermicelli noodles with snail,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,62.0,3.1,10.9,0.7,,62.3,0.48,0.84,8,General,Viện Dinh dưỡng Quốc gia,15039,2026-02-11T19:10:41Z
food_15040,food,v1,15040,Caramen,Caramel cake,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,109.0,5.2,12.81,4.1,,108.94,0.06,0.84,8,General,Viện Dinh dưỡng Quốc gia,15040,2026-02-11T19:10:43Z
food_15041,food,v1,15041,Chả quế,Roasted cinnamon pork,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,339.0,18.3,1.1,29.0,,338.6,0.12,0.84,8,General,Viện Dinh dưỡng Quốc gia,15041,2026-02-11T19:10:43Z
food_15042,food,v1,15042,Cháo lòng, Pig's tripes soup,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,69.0,1.4,6.0,4.4,,69.2,0.29,0.84,8,General,Viện Dinh dưỡng Quốc gia,15042,2026-02-11T19:10:43Z
food_15043,food,v1,15043,Cháo sườn,Rice soup with pork rips,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,40.0,1.5,8.0,0.2,,39.8,0.5,0.84,8,General,Viện Dinh dưỡng Quốc gia,15043,2026-02-11T19:10:43Z
food_15044,food,v1,15044,Cháo trai,Rice soup with clams,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,49.0,2.2,8.4,0.7,,48.7,0.61,0.84,8,General,Viện Dinh dưỡng Quốc gia,15044,2026-02-11T19:10:43Z
food_15045,food,v1,15045,Chè bưởi,Sweets gruel with pomelo flavor,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,73.0,0.8,16.64,0.41,,73.45,0.62,0.84,8,General,Viện Dinh dưỡng Quốc gia,15045,2026-02-11T19:10:43Z
food_15046,food,v1,15046,Chè chuối,Sweets gruel with banana,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,82.0,1.37,17.08,0.87,,81.63,0.45,0.84,8,General,Viện Dinh dưỡng Quốc gia,15046,2026-02-11T19:10:43Z
food_15047,food,v1,15047,Chè cốm,Sweets gruel with young rice,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,80.0,0.23,19.04,0.32,,79.96,0.05,0.84,8,General,Viện Dinh dưỡng Quốc gia,15047,2026-02-11T19:10:43Z
food_15048,food,v1,15048,Chè đỗ đen,Sweets gruel with black bean,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,79.0,1.21,18.02,0.26,,79.26,0.33,0.84,8,General,Viện Dinh dưỡng Quốc gia,15048,2026-02-11T19:10:43Z
food_15049,food,v1,15049,Chè đỗ đỏ,Sweets gruel with red bean,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,77.0,1.85,16.51,0.39,,76.95,0.06,0.84,8,General,Viện Dinh dưỡng Quốc gia,15049,2026-02-11T19:10:43Z
food_15050,food,v1,15050,Chè đỗ xanh,Sweets gruel with mungbean,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,79.0,1.35,17.54,0.39,,79.07,0.09,0.84,8,General,Viện Dinh dưỡng Quốc gia,15050,2026-02-11T19:10:43Z
food_15051,food,v1,15051,Chè hạt sen,Sweets gruel with lotus seed,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,75.0,1.25,17.12,0.13,,74.65,0.47,0.84,8,General,Viện Dinh dưỡng Quốc gia,15051,2026-02-11T19:10:43Z
food_15052,food,v1,15052,Chè khoai sọ,Sweets gruel with taro,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,83.0,0.78,19.05,0.42,,83.1,0.12,0.84,8,General,Viện Dinh dưỡng Quốc gia,15052,2026-02-11T19:10:43Z
food_15053,food,v1,15053,Chè ngô cốm,Sweets gruel with corn and young rice seeds,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,72.0,0.35,16.42,0.6,,72.48,0.67,0.84,8,General,Viện Dinh dưỡng Quốc gia,15053,2026-02-11T19:10:43Z
food_15054,food,v1,15054,Chè sắn,Sweets gruel with Kudzu root,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,86.0,0.57,19.24,0.73,,85.81,0.22,0.84,8,General,Viện Dinh dưỡng Quốc gia,15054,2026-02-11T19:10:43Z
food_15055,food,v1,15055,Chè Thái,"Sweets gruel, Thailand style",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,82.0,0.72,18.53,0.51,,81.59,0.5,0.84,8,General,Viện Dinh dưỡng Quốc gia,15055,2026-02-11T19:10:46Z
food_15056,food,v1,15056,Cơm rang,Fried rice with egg and pork,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,198.0,6.0,21.85,9.65,,198.25,0.13,0.84,8,General,Viện Dinh dưỡng Quốc gia,15056,2026-02-11T19:10:46Z
food_15057,food,v1,15057,Gà tần,Stewed chicken with medicinal herbs,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,131.0,6.7,9.4,7.4,,131.0,0.0,0.84,8,General,Viện Dinh dưỡng Quốc gia,15057,2026-02-11T19:10:46Z
food_15058,food,v1,15058,Miến lươn,"Vermicelli made of cassava, with eels",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,73.0,2.4,9.92,2.6,,72.68,0.44,0.84,8,General,Viện Dinh dưỡng Quốc gia,15058,2026-02-11T19:10:46Z
food_15059,food,v1,15059,Miến ngan,"Vermicelli made of cassava, with goose meat",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,65.0,2.0,8.96,2.4,,65.44,0.68,0.84,8,General,Viện Dinh dưỡng Quốc gia,15059,2026-02-11T19:10:46Z
food_15060,food,v1,15060,Mỳ vằn thắn,Wonton soup,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,81.0,2.6,10.58,3.1,,80.62,0.47,0.84,8,General,Viện Dinh dưỡng Quốc gia,15060,2026-02-11T19:10:46Z
food_15061,food,v1,15061,Mỳ xào,"Instant noodle, fried with vegetable and meat",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,139.0,5.7,13.41,7.0,,139.44,0.32,0.84,8,General,Viện Dinh dưỡng Quốc gia,15061,2026-02-11T19:10:46Z
food_15062,food,v1,15062,Nem lụi,"Roll pork meat, grilled",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,183.0,6.7,9.07,13.3,,182.78,0.12,0.84,8,General,Viện Dinh dưỡng Quốc gia,15062,2026-02-11T19:10:46Z
food_15063,food,v1,15063,Nem rán,"Spring roll, fried",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,145.0,4.5,14.42,7.7,,144.98,0.01,0.84,8,General,Viện Dinh dưỡng Quốc gia,15063,2026-02-11T19:10:46Z
food_15064,food,v1,15064,Nộm tai lợn,Pork ear salad,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,119.0,6.6,8.85,6.3,,118.5,0.42,0.84,8,General,Viện Dinh dưỡng Quốc gia,15064,2026-02-11T19:10:46Z
food_15065,food,v1,15065,Phở bò chín,"Rice noodle with beef, cooked",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,73.0,5.2,11.1,0.9,,73.3,0.41,0.84,8,General,Viện Dinh dưỡng Quốc gia,15065,2026-02-11T19:10:46Z
food_15066,food,v1,15066,Phở bò tái,"Rice noodle with beef, rare",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,67.0,4.3,11.8,0.3,,67.1,0.15,0.84,8,General,Viện Dinh dưỡng Quốc gia,15066,2026-02-11T19:10:46Z
food_15067,food,v1,15067,Phở gà,Rice noodle with chicken,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,73.0,3.8,12.3,1.0,,73.4,0.55,0.84,8,General,Viện Dinh dưỡng Quốc gia,15067,2026-02-11T19:10:46Z
food_15068,food,v1,15068,Thịt xiên nướng,"Pork meat, grilled",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,322.0,26.5,0.54,23.8,,322.36,0.11,0.84,8,General,Viện Dinh dưỡng Quốc gia,15068,2026-02-11T19:10:46Z
food_15069,food,v1,15069,Xôi đỗ xanh,"Sticky rice with mungbean, cooked",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,230.0,5.5,51.0,0.4,,229.6,0.17,0.84,8,General,Viện Dinh dưỡng Quốc gia,15069,2026-02-11T19:10:46Z
food_15070,food,v1,15070,Xôi gấc,"Sticky rice with Gac fruit, cooked",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,231.0,3.1,52.9,0.8,,231.2,0.09,0.84,8,General,Viện Dinh dưỡng Quốc gia,15070,2026-02-11T19:10:48Z
food_15071,food,v1,15071,Xôi lạc,"Sticky rice with peanut, cooked",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,246.0,4.2,47.5,4.3,,245.5,0.2,0.84,8,General,Viện Dinh dưỡng Quốc gia,15071,2026-02-11T19:10:48Z
food_15072,food,v1,15072,Xôi ngô,"Sticky rice with corn, cooked",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,198.0,4.4,36.0,4.0,,197.6,0.2,0.84,8,General,Viện Dinh dưỡng Quốc gia,15072,2026-02-11T19:10:48Z
food_15073,food,v1,15073,Xôi xéo,"Sticky rice with mungbean paste, cooked",Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,254.0,4.3,50.9,3.7,,254.1,0.04,0.84,8,General,Viện Dinh dưỡng Quốc gia,15073,2026-02-11T19:10:48Z
food_15074,food,v1,15074,Muối vừng,,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,1.0,18.11,13.77,32.65,,421.37,42037.0,0.69,8,General,Viện Dinh dưỡng Quốc gia,15074,2026-02-11T19:10:48Z
food_15075,food,v1,15075,Cháo dinh dưỡng thịt bò,,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,47.0,1.84,6.63,1.5,,47.38,0.81,0.84,8,General,Viện Dinh dưỡng Quốc gia,15075,2026-02-11T19:10:48Z
food_15076,food,v1,15076,Cháo dinh dưỡng tôm,,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,47.0,1.84,6.63,1.5,,47.38,0.81,0.84,8,General,Viện Dinh dưỡng Quốc gia,15076,2026-02-11T19:10:48Z
food_15077,food,v1,15077,Bánh dày,,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,156.0,3.3,28.71,3.1,,155.94,0.04,0.84,8,General,Viện Dinh dưỡng Quốc gia,15077,2026-02-11T19:10:48Z
food_15078,food,v1,15078,Xôi đỗ đen,,Thức ăn truyền thống,Thức ăn truyền thống,100,per_100g,230.0,5.5,51.0,0.4,,229.6,0.17,0.84,8,General,Viện Dinh dưỡng Quốc gia,15078,2026-02-11T19:10:48Z
food_2001,food,v1,2001,"Củ ấu, tươi","Water caltrop, buffalo nut, root, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,119.0,3.6,25.0,0.5,,118.9,0.08,0.84,8,General,Viện Dinh dưỡng Quốc gia,2001,2026-02-11T19:10:48Z
food_2002,food,v1,2002,"Củ cái, tươi","Winged yam, purple yam, root, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,134.0,3.1,30.18,0.12,,134.2,0.15,0.84,8,General,Viện Dinh dưỡng Quốc gia,2002,2026-02-11T19:10:48Z
food_2003,food,v1,2003,"Củ dong, tươi","Arrow root, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,129.0,1.4,30.8,,,128.8,0.16,0.69,8,General,Viện Dinh dưỡng Quốc gia,2003,2026-02-11T19:10:48Z
food_2003002,food,v1,2003002,Củ dong luộc,"Arrow root, boiled",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,131.0,1.43,31.43,,,131.44,0.34,0.69,8,General,Viện Dinh dưỡng Quốc gia,2003002,2026-02-11T19:10:48Z
food_2004,food,v1,2004,"Củ sắn, tươi","Cassava, root, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,158.0,1.1,37.9,0.2,,157.8,0.13,0.84,8,General,Viện Dinh dưỡng Quốc gia,2004,2026-02-11T19:10:48Z
food_2004014,food,v1,2004014,Củ sắn nướng,"Cassava (manioc), roasted",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,216.0,1.51,51.92,0.27,,216.15,0.07,0.84,8,General,Viện Dinh dưỡng Quốc gia,2004014,2026-02-11T19:10:48Z
food_2005,food,v1,2005,"Củ sắn dây, tươi","Kudzu root, Japanese arrowroot",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,156.0,1.6,37.2,0.1,,156.1,0.06,0.84,8,General,Viện Dinh dưỡng Quốc gia,2005,2026-02-11T19:10:51Z
food_2005002,food,v1,2005002,"Củ sắn dây, luộc","Kudzu root (Japanese arrowroot), boiled",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,152.0,1.55,36.12,0.1,,151.58,0.28,0.84,8,General,Viện Dinh dưỡng Quốc gia,2005002,2026-02-11T19:10:51Z
food_2006,food,v1,2006,"Củ súng, bóc vỏ, khô","Tropical water lilies root, peeled, dried",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,359.0,16.1,72.6,0.5,,359.3,0.08,0.84,8,General,Viện Dinh dưỡng Quốc gia,2006,2026-02-11T19:10:51Z
food_2007,food,v1,2007,"Củ từ, tươi","Lesser Yam, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,97.0,1.5,22.7,,,96.8,0.21,0.69,8,General,Viện Dinh dưỡng Quốc gia,2007,2026-02-11T19:10:51Z
food_2007002,food,v1,2007002,Củ từ luộc,"Lesser Yam, boiled",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,99.0,1.53,23.16,,,98.76,0.24,0.69,8,General,Viện Dinh dưỡng Quốc gia,2007002,2026-02-11T19:10:51Z
food_2008,food,v1,2008,"Khoai lang, tươi","Sweet potato, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,124.0,0.8,29.8,0.2,,124.2,0.16,0.84,8,General,Viện Dinh dưỡng Quốc gia,2008,2026-02-11T19:10:51Z
food_2008002,food,v1,2008002,"Khoai lang, luộc","Sweet potato, boiled ",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,122.0,0.78,29.22,0.2,,121.8,0.16,0.84,8,General,Viện Dinh dưỡng Quốc gia,2008002,2026-02-11T19:10:51Z
food_2008014,food,v1,2008014,"Khoai lang, nướng ","Sweet potato, roasted",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,170.0,1.1,40.82,0.27,,170.11,0.06,0.84,8,General,Viện Dinh dưỡng Quốc gia,2008014,2026-02-11T19:10:51Z
food_2009,food,v1,2009,"Khoai lang nghệ, tươi","Sweet potato, yellow, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,119.0,1.2,27.9,0.3,,119.1,0.08,0.84,8,General,Viện Dinh dưỡng Quốc gia,2009,2026-02-11T19:10:51Z
food_2010,food,v1,2010,"Khoai môn, tươi","Taro, Indian taro, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,113.0,1.5,26.4,0.2,,113.4,0.35,0.84,8,General,Viện Dinh dưỡng Quốc gia,2010,2026-02-11T19:10:51Z
food_2011,food,v1,2011,"Khoai nước, tươi","Water taro, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,106.0,1.0,25.3,0.1,,106.1,0.09,0.84,8,General,Viện Dinh dưỡng Quốc gia,2011,2026-02-11T19:10:51Z
food_2012,food,v1,2012,"Khoai riềng, tươi","Edible canna, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,114.0,0.8,27.6,,,113.6,0.35,0.69,8,General,Viện Dinh dưỡng Quốc gia,2012,2026-02-11T19:10:51Z
food_2012002,food,v1,2012002,Khoai riềng luộc,"Edible canna, boiled",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,116.0,0.82,28.16,,,115.92,0.07,0.69,8,General,Viện Dinh dưỡng Quốc gia,2012002,2026-02-11T19:10:51Z
food_2013,food,v1,2013,"Khoai sọ, tươi","Taro tuber, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,119.0,1.8,27.7,0.1,,118.9,0.08,0.84,8,General,Viện Dinh dưỡng Quốc gia,2013,2026-02-11T19:10:51Z
food_2013002,food,v1,2013002,"Khoai sọ, luộc","Taro tuber, boiled",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,121.0,1.84,28.27,0.1,,121.34,0.28,0.84,8,General,Viện Dinh dưỡng Quốc gia,2013002,2026-02-11T19:10:51Z
food_2014,food,v1,2014,"Khoai tây, tươi","Potato, white, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,96.0,2.0,21.93,0.07,,96.35,0.36,0.84,8,General,Viện Dinh dưỡng Quốc gia,2014,2026-02-11T19:10:53Z
food_2014002,food,v1,2014002,"Khoai tây, luộc","Potato (white), boiled",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,104.0,2.17,23.91,,,104.32,0.31,0.69,8,General,Viện Dinh dưỡng Quốc gia,2014002,2026-02-11T19:10:53Z
food_2015,food,v1,2015,"Miến dong, khô","Vermicelli from arrow root, raw",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,338.0,0.6,83.7,0.1,,338.1,0.03,0.84,8,General,Viện Dinh dưỡng Quốc gia,2015,2026-02-11T19:10:53Z
food_2016,food,v1,2016,Bột dong lọc,Arrow root flour,Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,343.0,0.6,85.2,,,343.2,0.06,0.69,8,General,Viện Dinh dưỡng Quốc gia,2016,2026-02-11T19:10:53Z
food_2017,food,v1,2017,Bột khoai lang,Sweet potato flour,Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,341.0,2.2,81.8,0.5,,340.5,0.15,0.84,8,General,Viện Dinh dưỡng Quốc gia,2017,2026-02-11T19:10:53Z
food_2018,food,v1,2018,Bột khoai riềng (bột đao),Edible canna flour,Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,343.0,0.2,85.6,,,343.2,0.06,0.69,8,General,Viện Dinh dưỡng Quốc gia,2018,2026-02-11T19:10:53Z
food_2019,food,v1,2019,Bột khoai tây (lọc),White potato flour,Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,346.0,1.0,84.85,0.25,,345.65,0.1,0.84,8,General,Viện Dinh dưỡng Quốc gia,2019,2026-02-11T19:10:53Z
food_2020,food,v1,2020,Bột sắn,Cassava flour,Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,341.0,2.4,81.8,0.5,,341.3,0.09,0.84,8,General,Viện Dinh dưỡng Quốc gia,2020,2026-02-11T19:10:53Z
food_2021,food,v1,2021,Bột sắn dây,Kudzu root flour,Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,343.0,0.7,85.1,,,343.2,0.06,0.69,8,General,Viện Dinh dưỡng Quốc gia,2021,2026-02-11T19:10:53Z
food_2022,food,v1,2022,"Khoai lang, khô","Sweet potato, dried",Khoai củ và sản phẩm chế biến,Khoai củ và sản phẩm chế biến,100,per_100g,348.0,2.2,83.6,0.5,,347.7,0.09,0.84,8,General,Viện Dinh dưỡng Quốc gia,2022,2026-02-11T19:10:53Z
