entity_id,entity_type,schema_version,food_id,name,name_en,group_name,group,portion_g,portion_basis,energy_kcal,protein_g,carbs_g,fat_g,fiber_g,calculated_kcal_from_macros,kcal_gap_pct,quality_score,missing_nutrients_count,meal_suggestion,provenance,source_code,updated_at
food_4049,food,v1,4049,"Lá sắn, tươi","Cassava leaves, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,96.0,7.0,16.9,,,95.6,0.42,0.69,8,General,Viện Dinh dưỡng Quốc gia,4049,2026-02-11T19:11:13Z
food_4050,food,v1,4050,"Măng chua, măng tre","Bamboo shoot, fermented, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,28.0,1.4,5.5,,,27.6,1.43,0.69,8,General,Viện Dinh dưỡng Quốc gia,4050,2026-02-11T19:11:13Z
food_4051,food,v1,4051,"Măng tre, khô","Bamboo shoot, dried","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,301.0,13.0,57.5,2.1,,300.9,0.03,0.84,8,General,Viện Dinh dưỡng Quốc gia,4051,2026-02-11T19:11:13Z
food_4052,food,v1,4052,"Măng tây, tươi","Asparagus, white, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,24.0,2.2,3.36,0.14,,23.5,2.08,0.84,8,General,Viện Dinh dưỡng Quốc gia,4052,2026-02-11T19:11:13Z
food_4053,food,v1,4053,"Măng tre, tươi","Bamboo shoots, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,31.0,1.7,5.59,0.21,,31.05,0.16,0.84,8,General,Viện Dinh dưỡng Quốc gia,4053,2026-02-11T19:11:13Z
food_4054,food,v1,4054,"Mướp, tươi","Gourd, sponge gourd, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,18.0,0.9,3.36,0.14,,18.3,1.67,0.84,8,General,Viện Dinh dưỡng Quốc gia,4054,2026-02-11T19:11:13Z
food_4054002,food,v1,4054002,"Mướp, luộc","Gourd (sponge gourd), boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,26.0,1.25,4.86,0.14,,25.7,1.15,0.84,8,General,Viện Dinh dưỡng Quốc gia,4054002,2026-02-11T19:11:13Z
food_4055,food,v1,4055,"Mướp đắng, tươi","Balsam-pear,  Bitter gourd, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,20.0,0.9,4.1,,,20.0,0.0,0.69,8,General,Viện Dinh dưỡng Quốc gia,4055,2026-02-11T19:11:13Z
food_4055002,food,v1,4055002,"Mướp đắng, luộc","Bitter gourd, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,21.0,0.91,4.14,0.1,,21.1,0.48,0.84,8,General,Viện Dinh dưỡng Quốc gia,4055002,2026-02-11T19:11:13Z
food_4056,food,v1,4056,"Mướp Nhật bản, tươi","Sponge gourd, Japanese origin, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,16.0,0.8,3.2,,,16.0,0.0,0.69,8,General,Viện Dinh dưỡng Quốc gia,4056,2026-02-11T19:11:13Z
food_4057,food,v1,4057,"Ngải cứu, tươi","Mugwort, wormwood, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,33.0,3.8,4.4,,,32.8,0.61,0.69,8,General,Viện Dinh dưỡng Quốc gia,4057,2026-02-11T19:11:13Z
food_4058,food,v1,4058,"Ngô bao tử, tươi","Baby corn, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,42.0,2.2,7.8,0.2,,41.8,0.48,0.84,8,General,Viện Dinh dưỡng Quốc gia,4058,2026-02-11T19:11:16Z
food_4059,food,v1,4059,"Ngó sen, tươi","Lotus, underground stem, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,65.0,1.0,15.13,0.07,,65.15,0.23,0.84,8,General,Viện Dinh dưỡng Quốc gia,4059,2026-02-11T19:11:16Z
food_4060,food,v1,4060,"Nụ mướp, tươi","Sponge gourd, young flower, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,36.0,4.9,4.0,,,35.6,1.11,0.69,8,General,Viện Dinh dưỡng Quốc gia,4060,2026-02-11T19:11:16Z
food_4061,food,v1,4061,"Ớt đỏ to, tươi","Peppers, red, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,31.0,0.99,6.04,0.3,,30.82,0.58,0.84,8,General,Viện Dinh dưỡng Quốc gia,4061,2026-02-11T19:11:16Z
food_4062,food,v1,4062,"Ớt vàng to, tươi","Peppers, yellow, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,34.0,1.3,7.1,,,33.6,1.18,0.69,8,General,Viện Dinh dưỡng Quốc gia,4062,2026-02-11T19:11:16Z
food_4063,food,v1,4063,"Ớt xanh to, tươi","Peppers, green, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,31.0,1.3,6.07,0.13,,30.65,1.13,0.84,8,General,Viện Dinh dưỡng Quốc gia,4063,2026-02-11T19:11:16Z
food_4064,food,v1,4064,"Quả dọc, tươi","Bira tai, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,19.0,0.8,3.9,,,18.8,1.05,0.69,8,General,Viện Dinh dưỡng Quốc gia,4064,2026-02-11T19:11:16Z
food_4065,food,v1,4065,"Quả me chua, tươi","Tamarind fruit, pulp, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,35.0,1.9,6.8,,,34.8,0.57,0.69,8,General,Viện Dinh dưỡng Quốc gia,4065,2026-02-11T19:11:16Z
food_4066,food,v1,4066,"Rau bí, tươi","Pumpkin leaves, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,26.0,2.7,3.12,0.28,,25.8,0.77,0.84,8,General,Viện Dinh dưỡng Quốc gia,4066,2026-02-11T19:11:16Z
food_4066002,food,v1,4066002,"Rau bí, luộc","Pumpkin leaves, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,27.0,2.84,3.58,0.11,,26.67,1.22,0.84,8,General,Viện Dinh dưỡng Quốc gia,4066002,2026-02-11T19:11:16Z
food_4067,food,v1,4067,"Rau câu, khô","Seaweed, dried","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,281.0,11.2,56.6,1.1,,281.1,0.04,0.84,8,General,Viện Dinh dưỡng Quốc gia,4067,2026-02-11T19:11:16Z
food_4068,food,v1,4068,"Rau câu, tươi","Seaweed, fresh","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,45.0,1.9,9.1,0.1,,44.9,0.22,0.84,8,General,Viện Dinh dưỡng Quốc gia,4068,2026-02-11T19:11:16Z
food_4069,food,v1,4069,"Rau diếp, tươi","Lettuce, garden, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,15.0,1.2,2.39,0.11,,15.35,2.33,0.84,8,General,Viện Dinh dưỡng Quốc gia,4069,2026-02-11T19:11:16Z
food_4070,food,v1,4070,"Rau đay, tươi","Jute potherb, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,31.0,2.8,4.52,0.18,,30.9,0.32,0.84,8,General,Viện Dinh dưỡng Quốc gia,4070,2026-02-11T19:11:16Z
food_4071,food,v1,4071,"Rau giấp cá, diếp cá, tươi","Lizard tail,  fishwort, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,30.0,2.9,4.5,,,29.6,1.33,0.69,8,General,Viện Dinh dưỡng Quốc gia,4071,2026-02-11T19:11:16Z
food_4072,food,v1,4072,"Rau giền cơm, tươi","Amaranth, spineless, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,27.0,3.4,2.69,0.31,,27.15,0.56,0.84,8,General,Viện Dinh dưỡng Quốc gia,4072,2026-02-11T19:11:18Z
food_4072002,food,v1,4072002,"Rau giền cơm, luộc","Amaranth, green, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,29.0,3.47,3.06,0.31,,28.91,0.31,0.84,8,General,Viện Dinh dưỡng Quốc gia,4072002,2026-02-11T19:11:18Z
food_4073,food,v1,4073,"Rau giền đỏ, tươi","Amaranth, sp. Red, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,47.0,3.3,7.79,0.31,,47.15,0.32,0.84,8,General,Viện Dinh dưỡng Quốc gia,4073,2026-02-11T19:11:18Z
food_4073002,food,v1,4073002,"Rau giền đỏ, luộc","Amaranth, red, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,48.0,3.37,7.96,0.31,,48.11,0.23,0.84,8,General,Viện Dinh dưỡng Quốc gia,4073002,2026-02-11T19:11:18Z
food_4074,food,v1,4074,"Rau giền trắng, tươi","Amaranth, sp White, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,48.0,3.2,7.8,0.4,,47.6,0.83,0.84,8,General,Viện Dinh dưỡng Quốc gia,4074,2026-02-11T19:11:18Z
food_4074002,food,v1,4074002,"Rau giền trắng, luộc","Amaranth, white, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,49.0,3.27,7.96,0.41,,48.61,0.8,0.84,8,General,Viện Dinh dưỡng Quốc gia,4074002,2026-02-11T19:11:18Z
food_4075,food,v1,4075,"Rau húng, tươi","Basil sweet leaves, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,34.0,2.2,5.08,0.52,,33.8,0.59,0.84,8,General,Viện Dinh dưỡng Quốc gia,4075,2026-02-11T19:11:18Z
food_4076,food,v1,4076,"Rau khoai lang, tươi","Sweet potato leaves, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,28.0,2.6,3.99,0.21,,28.25,0.89,0.84,8,General,Viện Dinh dưỡng Quốc gia,4076,2026-02-11T19:11:18Z
food_4076002,food,v1,4076002,"Rau khoai lang, luộc","Sweet potato leaves, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,28.0,2.65,4.29,,,27.76,0.86,0.69,8,General,Viện Dinh dưỡng Quốc gia,4076002,2026-02-11T19:11:18Z
food_4077,food,v1,4077,"Rau kinh giới, tươi","Vietnamese Balm, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,36.0,2.7,6.4,,,36.4,1.11,0.69,8,General,Viện Dinh dưỡng Quốc gia,4077,2026-02-11T19:11:18Z
food_4078,food,v1,4078,"Rau má rừng, tươi","Wild centella, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,31.0,3.1,4.6,,,30.8,0.65,0.69,8,General,Viện Dinh dưỡng Quốc gia,4078,2026-02-11T19:11:18Z
food_4079,food,v1,4079,"Rau má, má mơ, tươi","Centella, gotu kola, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,38.0,3.2,6.3,,,38.0,0.0,0.69,8,General,Viện Dinh dưỡng Quốc gia,4079,2026-02-11T19:11:18Z
food_4080,food,v1,4080,"Rau mồng tơi, tươi","Malabar, Ceylon spinach, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,24.0,2.0,3.9,,,23.6,1.67,0.69,8,General,Viện Dinh dưỡng Quốc gia,4080,2026-02-11T19:11:18Z
food_4080002,food,v1,4080002,"Rau mồng tơi, luộc","Malabar nightshade, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,24.0,2.04,3.98,,,24.08,0.33,0.69,8,General,Viện Dinh dưỡng Quốc gia,4080002,2026-02-11T19:11:18Z
food_4081,food,v1,4081,"Rau mùi, tươi","Coriander, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,22.0,2.6,2.17,0.33,,22.05,0.23,0.84,8,General,Viện Dinh dưỡng Quốc gia,4081,2026-02-11T19:11:18Z
food_4082,food,v1,4082,"Rau mùi tàu, tươi","Parsley, curley, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,30.0,2.1,4.25,0.55,,30.35,1.17,0.84,8,General,Viện Dinh dưỡng Quốc gia,4082,2026-02-11T19:11:21Z
food_4083,food,v1,4083,"Rau muống,  tươi","Water spinach, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,28.0,3.2,3.26,0.24,,28.0,0.0,0.84,8,General,Viện Dinh dưỡng Quốc gia,4083,2026-02-11T19:11:21Z
food_4083002,food,v1,4083002,"Rau muống, luộc","Water spinach, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,27.0,3.27,3.57,,,27.36,1.33,0.69,8,General,Viện Dinh dưỡng Quốc gia,4083002,2026-02-11T19:11:21Z
food_4084,food,v1,4084,"Rau muống, khô","Water spinach, dried","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,293.0,34.2,35.0,1.8,,293.0,0.0,0.84,8,General,Viện Dinh dưỡng Quốc gia,4084,2026-02-11T19:11:21Z
food_4085,food,v1,4085,"Rau ngổ, tươi","Buffalo spinach, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,24.0,1.5,4.4,,,23.6,1.67,0.69,8,General,Viện Dinh dưỡng Quốc gia,4085,2026-02-11T19:11:21Z
food_4086,food,v1,4086,"Rau ngót, tươi","Sauropus, sp. Leaves, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,45.0,5.3,5.9,,,44.8,0.44,0.69,8,General,Viện Dinh dưỡng Quốc gia,4086,2026-02-11T19:11:21Z
food_4087,food,v1,4087,"Rau ngót, khô","Sauropus, dried","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,299.0,32.2,36.8,2.6,,299.4,0.13,0.84,8,General,Viện Dinh dưỡng Quốc gia,4087,2026-02-11T19:11:21Z
food_4088,food,v1,4088,"Rau răm, tươi","Vietnamese mint, hot mint, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,45.0,4.7,6.6,,,45.2,0.44,0.69,8,General,Viện Dinh dưỡng Quốc gia,4088,2026-02-11T19:11:21Z
food_4089,food,v1,4089,"Rau rút, tươi","Water mimosa,  raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,35.0,5.1,3.7,,,35.2,0.57,0.69,8,General,Viện Dinh dưỡng Quốc gia,4089,2026-02-11T19:11:21Z
food_4090,food,v1,4090,"Rau sà lách, tươi","Lettuce, garden asparagus, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,18.0,1.5,2.43,0.27,,18.15,0.83,0.84,8,General,Viện Dinh dưỡng Quốc gia,4090,2026-02-11T19:11:21Z
food_4091,food,v1,4091,"Rau sam, tươi","Purslane, pursley, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,20.0,1.4,3.7,,,20.4,2.0,0.69,8,General,Viện Dinh dưỡng Quốc gia,4091,2026-02-11T19:11:21Z
food_4092,food,v1,4092,"Rau sắng chùa hương, tươi",,"Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,62.0,6.5,8.9,,,61.6,0.65,0.69,8,General,Viện Dinh dưỡng Quốc gia,4092,2026-02-11T19:11:21Z
food_4093,food,v1,4093,"Rau tàu bay, tươi","Redflower ragleaf, fireweed, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,24.0,2.5,3.5,,,24.0,0.0,0.69,8,General,Viện Dinh dưỡng Quốc gia,4093,2026-02-11T19:11:21Z
food_4094,food,v1,4094,"Rau thơm, tươi","Mint leaves, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,30.0,2.0,5.4,,,29.6,1.33,0.69,8,General,Viện Dinh dưỡng Quốc gia,4094,2026-02-11T19:11:21Z
food_4095,food,v1,4095,"Quả sấu xanh, tươi","Fruit of Dracontomelon duperreanum, immature, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,19.0,1.8,3.0,,,19.2,1.05,0.69,8,General,Viện Dinh dưỡng Quốc gia,4095,2026-02-11T19:11:21Z
food_4096,food,v1,4096,"Củ su hào, tươi","Kohlrabi, turnip cabbage, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,44.0,2.8,7.93,0.07,,43.55,1.02,0.84,8,General,Viện Dinh dưỡng Quốc gia,4096,2026-02-11T19:11:23Z
food_4096002,food,v1,4096002,"Su hào, luộc","Kohlrabi, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,48.0,3.11,8.89,,,48.0,0.0,0.69,8,General,Viện Dinh dưỡng Quốc gia,4096002,2026-02-11T19:11:23Z
food_4097,food,v1,4097,"Củ su hào, khô","Kohlrabi, turnip cabbage, dried","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,311.0,20.0,54.6,1.4,,311.0,0.0,0.84,8,General,Viện Dinh dưỡng Quốc gia,4097,2026-02-11T19:11:23Z
food_4098,food,v1,4098,"Quả su su, tươi","Chayote, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,23.0,0.8,4.6,0.1,,22.5,2.17,0.84,8,General,Viện Dinh dưỡng Quốc gia,4098,2026-02-11T19:11:23Z
food_4098002,food,v1,4098002,"Su su, luộc","Chayote frui, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,24.0,0.88,5.16,,,24.16,0.67,0.69,8,General,Viện Dinh dưỡng Quốc gia,4098002,2026-02-11T19:11:23Z
food_4099,food,v1,4099,"Súp lơ trắng, tươi","Cauliflower, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,34.0,2.5,5.65,0.15,,33.95,0.15,0.84,8,General,Viện Dinh dưỡng Quốc gia,4099,2026-02-11T19:11:23Z
food_4099002,food,v1,4099002,"Súp lơ trắng, luộc","Cauli/Brocco, Cauliflower, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,29.0,2.17,5.04,,,28.84,0.55,0.69,8,General,Viện Dinh dưỡng Quốc gia,4099002,2026-02-11T19:11:23Z
food_4100,food,v1,4100,"Súp lơ xanh, tươi","Broccoli, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,39.0,2.95,6.08,0.3,,38.82,0.46,0.84,8,General,Viện Dinh dưỡng Quốc gia,4100,2026-02-11T19:11:23Z
food_4100002,food,v1,4100002,"Súp lơ xanh, luộc","Cauli/Brocco, Broccoli, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,34.0,2.57,5.29,0.26,,33.78,0.65,0.84,8,General,Viện Dinh dưỡng Quốc gia,4100002,2026-02-11T19:11:23Z
food_4101,food,v1,4101,"Thìa là, tươi","Dill, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,47.0,2.6,6.94,0.96,,46.8,0.43,0.84,8,General,Viện Dinh dưỡng Quốc gia,4101,2026-02-11T19:11:23Z
food_4102,food,v1,4102,"Tía tô, tươi","Balm-mint, garden- balm, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,40.0,2.9,7.0,,,39.6,1.0,0.69,8,General,Viện Dinh dưỡng Quốc gia,4102,2026-02-11T19:11:23Z
food_4103,food,v1,4103,"Tỏi ta, tươi","Garlic bulbs, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,126.0,6.0,24.65,0.35,,125.75,0.2,0.84,8,General,Viện Dinh dưỡng Quốc gia,4103,2026-02-11T19:11:23Z
food_4104,food,v1,4104,"Tỏi tây, cả lá, tươi","Chinese Leek, Onion fragrant, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,35.0,1.4,7.4,,,35.2,0.57,0.69,8,General,Viện Dinh dưỡng Quốc gia,4104,2026-02-11T19:11:23Z
food_4105,food,v1,4105,"Trám đen, quả chín, tươi","Fruit of Canarium pimela, ripe","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,134.0,2.5,8.5,10.0,,134.0,0.0,0.84,8,General,Viện Dinh dưỡng Quốc gia,4105,2026-02-11T19:11:23Z
food_4106,food,v1,4106,"Trám xanh, trám trắng, tươi","Canarium nut, pili nut, Java almond, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,56.0,1.2,9.3,1.6,,56.4,0.71,0.84,8,General,Viện Dinh dưỡng Quốc gia,4106,2026-02-11T19:11:23Z
food_4107,food,v1,4107,"Lá xương sông, tươi","Edible leaves of Blumea lanceolaria, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,28.0,2.2,4.7,,,27.6,1.43,0.69,8,General,Viện Dinh dưỡng Quốc gia,4107,2026-02-11T19:11:26Z
food_4108,food,v1,4108,"Rau cải ngọt, tươi","Elongated mustard, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,17.0,1.4,2.62,0.1,,16.98,0.12,0.84,8,General,Viện Dinh dưỡng Quốc gia,4108,2026-02-11T19:11:26Z
food_4108002,food,v1,4108002,"Cải ngọt, luộc","Brassica, Elongated mustard, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,19.0,1.57,2.94,0.11,,19.03,0.16,0.84,8,General,Viện Dinh dưỡng Quốc gia,4108002,2026-02-11T19:11:26Z
food_4109,food,v1,4109,"Rau cải thảo, tươi","Chinese cabbage, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,14.0,0.9,2.57,,,13.88,0.86,0.69,8,General,Viện Dinh dưỡng Quốc gia,4109,2026-02-11T19:11:26Z
food_4109002,food,v1,4109002,"Cải thảo, luộc","Brassica, Chinese cabbage, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,15.0,0.98,2.79,,,15.08,0.53,0.69,8,General,Viện Dinh dưỡng Quốc gia,4109002,2026-02-11T19:11:26Z
food_4110,food,v1,4110,"Ngọn su su, tươi","Chayote, young stem and leaves raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,24.0,3.3,2.5,0.1,,24.1,0.42,0.84,8,General,Viện Dinh dưỡng Quốc gia,4110,2026-02-11T19:11:26Z
food_4110002,food,v1,4110002,"Ngọn su su, luộc","Chayote young stem and leaves, boiled","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,14.0,3.37,,0.1,,14.38,2.71,0.69,8,General,Viện Dinh dưỡng Quốc gia,4110002,2026-02-11T19:11:26Z
food_4111,food,v1,4111,"Quả đậu ván, tươi","Hyacinth bean,    Australian pea, raw","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,39.0,2.8,7.0,,,39.2,0.51,0.69,8,General,Viện Dinh dưỡng Quốc gia,4111,2026-02-11T19:11:26Z
food_4112,food,v1,4112,"Cà chua, muối","Tomato, pickled with salt","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,10.0,0.6,1.8,,,9.6,4.0,0.69,8,General,Viện Dinh dưỡng Quốc gia,4112,2026-02-11T19:11:26Z
food_4113,food,v1,4113,"Cà pháo, muối nén","Eggplant, pickled with salt","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,20.0,1.3,3.7,,,20.0,0.0,0.69,8,General,Viện Dinh dưỡng Quốc gia,4113,2026-02-11T19:11:26Z
food_4114,food,v1,4114,"Cà pháo, muối sổi ","Eggplant, pickled with salt","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,23.0,1.5,4.2,,,22.8,0.87,0.69,8,General,Viện Dinh dưỡng Quốc gia,4114,2026-02-11T19:11:26Z
food_4115,food,v1,4115,Dưa cải bắp,Cabbage Chinese pickled with salt,"Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,24.0,1.2,4.9,,,24.4,1.67,0.69,8,General,Viện Dinh dưỡng Quốc gia,4115,2026-02-11T19:11:26Z
food_4116,food,v1,4116,Dưa cải bẹ,"Mustard green, pickled with salt","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,25.0,1.8,4.5,,,25.2,0.8,0.69,8,General,Viện Dinh dưỡng Quốc gia,4116,2026-02-11T19:11:26Z
food_4117,food,v1,4117,Dưa cải sen,"Field mustard, pickled with salt","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,17.0,1.1,3.1,,,16.8,1.18,0.69,8,General,Viện Dinh dưỡng Quốc gia,4117,2026-02-11T19:11:26Z
food_4118,food,v1,4118,"Dưa chuột, muối","Cucumber, pickled with salt","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,17.0,0.8,3.06,0.14,,16.7,1.76,0.84,8,General,Viện Dinh dưỡng Quốc gia,4118,2026-02-11T19:11:26Z
food_4119,food,v1,4119,Dưa giá đậu xanh,"Mung bean sprouts, pickled with salt","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,47.0,5.0,6.8,,,47.2,0.43,0.69,8,General,Viện Dinh dưỡng Quốc gia,4119,2026-02-11T19:11:28Z
food_4120,food,v1,4120,"Hành củ, muối","Onion, pickled with salt","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,24.0,1.4,4.7,,,24.4,1.67,0.69,8,General,Viện Dinh dưỡng Quốc gia,4120,2026-02-11T19:11:28Z
food_4121,food,v1,4121,"Kiệu, muối","Onion shallot, scallion, pickled with salt","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,29.0,1.3,5.9,,,28.8,0.69,0.69,8,General,Viện Dinh dưỡng Quốc gia,4121,2026-02-11T19:11:28Z
food_4122,food,v1,4122,"Nhút (dưa muối từ mít non, lá đậu xanh non...)","Mix pickled from young jack fruit, mung bean leaves and other","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,25.0,2.5,3.8,,,25.2,0.8,0.69,8,General,Viện Dinh dưỡng Quốc gia,4122,2026-02-11T19:11:28Z
food_4123,food,v1,4123,"Men bia, khô","Brewer's yeast, dried","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,367.0,52.5,32.0,3.2,,366.8,0.05,0.84,8,General,Viện Dinh dưỡng Quốc gia,4123,2026-02-11T19:11:28Z
food_4124,food,v1,4124,"Men bia, tươi","Brewer's yeast, fresh","Rau, quả, củ dùng làm rau","Rau, quả, củ dùng làm rau",100,per_100g,103.0,16.2,6.5,1.3,,102.5,0.49,0.84,8,General,Viện Dinh dưỡng Quốc gia,4124,2026-02-11T19:11:28Z
